ID,풍속 (m/s)
TEST_11895,1.67
TEST_11896,0.43
TEST_11897,1.24
TEST_11898,2.17
TEST_11899,5.1
TEST_11900,1.21
TEST_11901,1.08
TEST_11902,0.78
TEST_11903,0.6
TEST_11904,1.67
TEST_11905,1.5
TEST_11906,2.08
TEST_11907,3.51
TEST_11908,2.52
TEST_11909,4.8
TEST_11910,2.12
TEST_11911,0.92
TEST_11912,1.53
TEST_11913,0.65
TEST_11914,0.46
TEST_11915,1.27
TEST_11916,2.24
TEST_11917,3.26
TEST_11918,3.19
TEST_11919,1.81
TEST_11920,6.74
TEST_11921,3.9
TEST_11922,2.56
TEST_11923,0.54
TEST_11924,0.86
TEST_11925,3.85
TEST_11926,2.83
TEST_11927,1.11
TEST_11928,2.27
TEST_11929,3.98
TEST_11930,2.74
TEST_11931,2.31
TEST_11932,0.86
TEST_11933,1.9
TEST_11934,0.31
TEST_11935,2.7
TEST_11936,2.06
TEST_11937,5.44
TEST_11938,1.35
TEST_11939,4.09
TEST_11940,3.67
TEST_11941,3.1
TEST_11942,1.65
TEST_11943,1.38
TEST_11944,2.71
TEST_11945,3.83
TEST_11946,0.87
TEST_11947,0.57
TEST_11948,4.55
TEST_11949,0.32
TEST_11950,0.66
TEST_11951,0.88
TEST_11952,3.96
TEST_11953,0.53
TEST_11954,3.22
TEST_11955,3.74
TEST_11956,1.31
TEST_11957,1.42
TEST_11958,0.41
TEST_11959,2.11
TEST_11960,3.21
TEST_11961,1.67
TEST_11962,1.45
TEST_11963,0.67
TEST_11964,5.32
TEST_11965,4.18
TEST_11966,0.94
TEST_11967,2.52
TEST_11968,1.06
TEST_11969,1.67
TEST_11970,2.38
TEST_11971,3.0
TEST_11972,2.86
TEST_11973,1.66
TEST_11974,1.72
TEST_11975,2.47
TEST_11976,2.35
TEST_11977,0.32
TEST_11978,1.21
TEST_11979,1.49
TEST_11980,0.23
TEST_11981,3.66
TEST_11982,1.44
TEST_11983,3.14
TEST_11984,1.36
TEST_11985,1.21
TEST_11986,1.52
TEST_11987,2.09
TEST_11988,1.74
TEST_11989,2.58
TEST_11990,0.79
TEST_11991,7.24
TEST_11992,0.87
TEST_11993,0.76
TEST_11994,0.22
TEST_11995,2.34
TEST_11996,0.61
TEST_11997,2.44
TEST_11998,1.29
TEST_11999,3.07
TEST_12000,2.41
TEST_12001,4.12
TEST_12002,2.4
TEST_12003,1.23
TEST_12004,0.54
TEST_12005,0.62
TEST_12006,0.49
TEST_12007,4.03
TEST_12008,4.18
TEST_12009,0.86
TEST_12010,1.91
TEST_12011,0.66
TEST_12012,0.48
TEST_12013,0.94
TEST_12014,2.16
TEST_12015,0.91
TEST_12016,1.14
TEST_12017,2.4
TEST_12018,1.35
TEST_12019,1.4
TEST_12020,2.02
TEST_12021,3.1
TEST_12022,2.02
TEST_12023,0.69
TEST_12024,8.01
TEST_12025,1.29
TEST_12026,0.69
TEST_12027,0.67
TEST_12028,1.91
TEST_12029,0.77
TEST_12030,0.93
TEST_12031,0.86
TEST_12032,5.07
TEST_12033,2.11
TEST_12034,0.89
TEST_12035,2.66
TEST_12036,0.92
TEST_12037,2.56
TEST_12038,4.43
TEST_12039,2.69
TEST_12040,0.63
TEST_12041,1.73
TEST_12042,0.59
TEST_12043,1.68
TEST_12044,1.21
TEST_12045,0.81
TEST_12046,1.85
TEST_12047,1.48
TEST_12048,4.55
TEST_12049,3.15
TEST_12050,2.99
TEST_12051,1.49
TEST_12052,0.83
TEST_12053,1.56
TEST_12054,3.11
TEST_12055,2.29
TEST_12056,2.17
TEST_12057,0.64
TEST_12058,1.52
TEST_12059,0.74
TEST_12060,1.09
TEST_12061,1.48
TEST_12062,0.84
TEST_12063,2.19
TEST_12064,1.53
TEST_12065,1.73
TEST_12066,2.28
TEST_12067,0.87
TEST_12068,0.65
TEST_12069,1.66
TEST_12070,1.81
TEST_12071,1.08
TEST_12072,0.74
TEST_12073,3.08
TEST_12074,2.42
TEST_12075,0.24
TEST_12076,4.17
TEST_12077,5.06
TEST_12078,2.72
TEST_12079,4.15
TEST_12080,5.21
TEST_12081,1.58
TEST_12082,1.68
TEST_12083,2.75
TEST_12084,2.04
TEST_12085,0.31
TEST_12086,0.75
TEST_12087,1.84
TEST_12088,1.33
TEST_12089,2.14
TEST_12090,1.0
TEST_12091,0.97
TEST_12092,4.22
TEST_12093,1.06
TEST_12094,1.31
TEST_12095,1.32
TEST_12096,0.64
TEST_12097,1.45
TEST_12098,0.28
TEST_12099,3.14
TEST_12100,2.25
TEST_12101,0.33
TEST_12102,0.49
TEST_12103,1.55
TEST_12104,1.76
TEST_12105,0.23
TEST_12106,2.99
TEST_12107,1.1
TEST_12108,3.69
TEST_12109,5.11
TEST_12110,0.86
TEST_12111,1.23
TEST_12112,1.95
TEST_12113,2.21
TEST_12114,1.91
TEST_12115,1.05
TEST_12116,0.63
TEST_12117,1.34
TEST_12118,1.2
TEST_12119,0.89
TEST_12120,2.56
TEST_12121,0.89
TEST_12122,2.53
TEST_12123,4.18
TEST_12124,0.77
TEST_12125,3.23
TEST_12126,1.01
TEST_12127,1.22
TEST_12128,2.57
TEST_12129,1.26
TEST_12130,6.04
TEST_12131,3.91
TEST_12132,2.26
TEST_12133,1.13
TEST_12134,1.6
TEST_12135,0.68
TEST_12136,1.15
TEST_12137,0.68
TEST_12138,2.64
TEST_12139,5.7
TEST_12140,0.75
TEST_12141,0.47
TEST_12142,1.52
TEST_12143,1.21
TEST_12144,1.66
TEST_12145,1.76
TEST_12146,2.85
TEST_12147,2.54
TEST_12148,0.48
TEST_12149,1.69
TEST_12150,1.48
TEST_12151,1.15
TEST_12152,0.53
TEST_12153,1.38
TEST_12154,2.26
TEST_12155,4.51
TEST_12156,0.66
TEST_12157,7.39
TEST_12158,0.44
TEST_12159,3.03
TEST_12160,2.92
TEST_12161,1.11
TEST_12162,0.8
TEST_12163,0.61
TEST_12164,0.85
TEST_12165,1.7
TEST_12166,2.8
TEST_12167,1.28
TEST_12168,6.03
TEST_12169,0.52
TEST_12170,1.98
TEST_12171,3.5
TEST_12172,1.86
TEST_12173,3.03
TEST_12174,1.63
TEST_12175,3.39
TEST_12176,3.51
TEST_12177,0.18
TEST_12178,1.1
TEST_12179,0.99
TEST_12180,0.87
TEST_12181,0.6
TEST_12182,0.64
TEST_12183,0.96
TEST_12184,0.48
TEST_12185,0.32
TEST_12186,3.1
TEST_12187,1.37
TEST_12188,1.89
TEST_12189,0.65
TEST_12190,2.22
TEST_12191,0.57
TEST_12192,4.59
TEST_12193,2.74
TEST_12194,0.73
TEST_12195,0.46
TEST_12196,1.11
TEST_12197,2.41
TEST_12198,1.44
TEST_12199,0.96
TEST_12200,0.84
TEST_12201,5.74
TEST_12202,1.01
TEST_12203,0.8
TEST_12204,3.06
TEST_12205,1.64
TEST_12206,0.4
TEST_12207,1.2
TEST_12208,1.17
TEST_12209,2.96
TEST_12210,0.45
TEST_12211,1.65
TEST_12212,0.98
TEST_12213,0.46
TEST_12214,4.29
TEST_12215,0.57
TEST_12216,1.64
TEST_12217,0.73
TEST_12218,0.97
TEST_12219,0.92
TEST_12220,1.45
TEST_12221,0.73
TEST_12222,0.54
TEST_12223,2.3
TEST_12224,0.55
TEST_12225,4.6
TEST_12226,3.06
TEST_12227,2.93
TEST_12228,3.12
TEST_12229,1.75
TEST_12230,3.61
TEST_12231,1.1
TEST_12232,1.42
TEST_12233,2.65
TEST_12234,3.57
TEST_12235,5.9
TEST_12236,0.49
TEST_12237,1.24
TEST_12238,1.25
TEST_12239,3.33
TEST_12240,2.69
TEST_12241,7.14
TEST_12242,1.09
TEST_12243,0.31
TEST_12244,2.46
TEST_12245,2.35
TEST_12246,2.71
TEST_12247,0.78
TEST_12248,2.58
TEST_12249,2.78
TEST_12250,2.73
TEST_12251,3.2
TEST_12252,2.35
TEST_12253,5.15
TEST_12254,2.27
TEST_12255,1.61
TEST_12256,0.5
TEST_12257,2.36
TEST_12258,0.52
TEST_12259,2.64
TEST_12260,2.64
TEST_12261,2.0
TEST_12262,3.24
TEST_12263,1.96
TEST_12264,4.47
TEST_12265,1.98
TEST_12266,6.19
TEST_12267,6.29
TEST_12268,0.56
TEST_12269,2.31
TEST_12270,3.55
TEST_12271,2.32
TEST_12272,1.52
TEST_12273,0.98
TEST_12274,7.22
TEST_12275,2.67
TEST_12276,3.91
TEST_12277,1.53
TEST_12278,3.47
TEST_12279,0.37
TEST_12280,0.52
TEST_12281,1.02
TEST_12282,2.38
TEST_12283,1.5
TEST_12284,1.07
TEST_12285,2.2
TEST_12286,1.71
TEST_12287,0.4
TEST_12288,2.76
TEST_12289,0.98
TEST_12290,1.71
TEST_12291,3.14
TEST_12292,0.66
TEST_12293,3.81
TEST_12294,3.17
TEST_12295,1.27
TEST_12296,3.85
TEST_12297,6.96
TEST_12298,2.04
TEST_12299,1.6
TEST_12300,3.71
TEST_12301,1.09
TEST_12302,1.47
TEST_12303,1.81
TEST_12304,1.72
TEST_12305,0.36
TEST_12306,2.7
TEST_12307,0.71
TEST_12308,1.07
TEST_12309,2.22
TEST_12310,1.79
TEST_12311,1.48
TEST_12312,0.76
TEST_12313,0.58
TEST_12314,0.73
TEST_12315,2.39
TEST_12316,0.92
TEST_12317,2.19
TEST_12318,4.23
TEST_12319,3.23
TEST_12320,2.82
TEST_12321,0.69
TEST_12322,1.48
TEST_12323,1.1
TEST_12324,2.96
TEST_12325,1.05
TEST_12326,1.8
TEST_12327,0.42
TEST_12328,0.67
TEST_12329,2.63
TEST_12330,1.53
TEST_12331,1.91
TEST_12332,0.64
TEST_12333,2.19
TEST_12334,0.97
TEST_12335,0.24
TEST_12336,0.5
TEST_12337,0.21
TEST_12338,1.25
TEST_12339,5.78
TEST_12340,1.25
TEST_12341,1.45
TEST_12342,1.7
TEST_12343,1.32
TEST_12344,2.2
TEST_12345,0.51
TEST_12346,0.33
TEST_12347,1.65
TEST_12348,4.15
TEST_12349,3.17
TEST_12350,0.61
TEST_12351,4.05
TEST_12352,1.69
TEST_12353,2.54
TEST_12354,1.22
TEST_12355,1.08
TEST_12356,1.59
TEST_12357,3.28
TEST_12358,2.29
TEST_12359,2.75
TEST_12360,0.27
TEST_12361,3.38
TEST_12362,2.58
TEST_12363,0.33
TEST_12364,0.63
TEST_12365,4.11
TEST_12366,1.38
TEST_12367,1.1
TEST_12368,0.55
TEST_12369,2.93
TEST_12370,0.71
TEST_12371,1.2
TEST_12372,3.29
TEST_12373,0.74
TEST_12374,1.29
TEST_12375,2.81
TEST_12376,2.23
TEST_12377,2.78
TEST_12378,3.57
TEST_12379,1.84
TEST_12380,1.76
TEST_12381,1.22
TEST_12382,0.63
TEST_12383,2.86
TEST_12384,0.37
TEST_12385,1.75
TEST_12386,3.09
TEST_12387,1.24
TEST_12388,0.34
TEST_12389,0.51
TEST_12390,0.93
TEST_12391,0.51
TEST_12392,8.22
TEST_12393,3.76
TEST_12394,2.82
TEST_12395,3.56
TEST_12396,1.67
TEST_12397,0.56
TEST_12398,0.8
TEST_12399,0.86
TEST_12400,2.57
TEST_12401,2.0
TEST_12402,4.93
TEST_12403,2.96
TEST_12404,5.21
TEST_12405,2.71
TEST_12406,2.55
TEST_12407,0.61
TEST_12408,1.61
TEST_12409,1.31
TEST_12410,5.75
TEST_12411,3.29
TEST_12412,1.01
TEST_12413,0.81
TEST_12414,2.79
TEST_12415,0.53
TEST_12416,1.13
TEST_12417,1.84
TEST_12418,2.62
TEST_12419,3.16
TEST_12420,1.03
TEST_12421,1.54
TEST_12422,0.31
TEST_12423,0.64
TEST_12424,1.77
TEST_12425,2.99
TEST_12426,2.6
TEST_12427,0.57
TEST_12428,0.85
TEST_12429,3.63
TEST_12430,0.7
TEST_12431,4.51
TEST_12432,4.35
TEST_12433,1.88
TEST_12434,2.99
TEST_12435,0.81
TEST_12436,1.31
TEST_12437,5.07
TEST_12438,1.26
TEST_12439,2.58
TEST_12440,1.52
TEST_12441,0.36
TEST_12442,0.4
TEST_12443,3.04
TEST_12444,0.46
TEST_12445,2.13
TEST_12446,1.99
TEST_12447,1.59
TEST_12448,0.77
TEST_12449,1.45
TEST_12450,0.69
TEST_12451,1.29
TEST_12452,1.08
TEST_12453,0.68
TEST_12454,2.9
TEST_12455,1.15
TEST_12456,1.09
TEST_12457,3.39
TEST_12458,1.62
TEST_12459,2.46
TEST_12460,1.06
TEST_12461,1.22
TEST_12462,3.16
TEST_12463,5.4
TEST_12464,1.79
TEST_12465,0.99
TEST_12466,1.92
TEST_12467,1.11
TEST_12468,0.29
TEST_12469,2.63
TEST_12470,0.71
TEST_12471,0.35
TEST_12472,0.96
TEST_12473,2.69
TEST_12474,1.79
TEST_12475,0.95
TEST_12476,2.86
TEST_12477,0.43
TEST_12478,0.92
TEST_12479,2.96
TEST_12480,2.97
TEST_12481,3.48
TEST_12482,3.54
TEST_12483,4.01
TEST_12484,1.6
TEST_12485,5.29
TEST_12486,2.93
TEST_12487,7.55
TEST_12488,1.21
TEST_12489,1.62
TEST_12490,1.72
TEST_12491,1.77
TEST_12492,2.25
TEST_12493,3.37
TEST_12494,0.81
TEST_12495,1.84
TEST_12496,2.35
TEST_12497,0.85
TEST_12498,0.26
TEST_12499,1.01
TEST_12500,1.76
TEST_12501,4.2
TEST_12502,2.86
TEST_12503,1.75
TEST_12504,1.86
TEST_12505,4.53
TEST_12506,2.04
TEST_12507,0.9
TEST_12508,2.39
TEST_12509,1.86
TEST_12510,3.77
TEST_12511,2.93
TEST_12512,1.04
TEST_12513,2.02
TEST_12514,2.47
TEST_12515,0.51
TEST_12516,0.85
TEST_12517,2.61
TEST_12518,0.81
TEST_12519,6.98
TEST_12520,1.07
TEST_12521,1.27
TEST_12522,1.75
TEST_12523,3.69
TEST_12524,1.3
TEST_12525,2.42
TEST_12526,0.54
TEST_12527,1.06
TEST_12528,2.1
TEST_12529,7.74
TEST_12530,2.38
TEST_12531,1.47
TEST_12532,1.73
TEST_12533,4.53
TEST_12534,0.34
TEST_12535,1.23
TEST_12536,3.49
TEST_12537,7.02
TEST_12538,1.05
TEST_12539,1.49
TEST_12540,1.66
TEST_12541,0.43
TEST_12542,0.75
TEST_12543,0.54
TEST_12544,1.72
TEST_12545,2.13
TEST_12546,2.39
TEST_12547,2.13
TEST_12548,1.93
TEST_12549,1.68
TEST_12550,6.37
TEST_12551,0.17
TEST_12552,0.66
TEST_12553,5.83
TEST_12554,2.32
TEST_12555,1.81
TEST_12556,1.72
TEST_12557,1.61
TEST_12558,1.04
TEST_12559,2.18
TEST_12560,5.15
TEST_12561,3.33
TEST_12562,1.06
TEST_12563,1.45
TEST_12564,0.84
TEST_12565,2.49
TEST_12566,5.26
TEST_12567,0.9
TEST_12568,0.87
TEST_12569,2.23
TEST_12570,2.13
TEST_12571,3.96
TEST_12572,2.17
TEST_12573,2.76
TEST_12574,1.32
TEST_12575,0.84
TEST_12576,2.18
TEST_12577,1.49
TEST_12578,0.65
TEST_12579,3.81
TEST_12580,3.43
TEST_12581,3.7
TEST_12582,1.31
TEST_12583,1.35
TEST_12584,1.17
TEST_12585,1.79
TEST_12586,3.69
TEST_12587,0.33
TEST_12588,3.83
TEST_12589,4.43
TEST_12590,2.69
TEST_12591,1.14
TEST_12592,0.58
TEST_12593,3.12
TEST_12594,0.55
TEST_12595,1.16
TEST_12596,0.39
TEST_12597,2.46
TEST_12598,1.74
TEST_12599,1.22
TEST_12600,3.25
TEST_12601,0.3
TEST_12602,4.66
TEST_12603,0.85
TEST_12604,6.88
TEST_12605,0.55
TEST_12606,0.23
TEST_12607,0.55
TEST_12608,1.1
TEST_12609,0.7
TEST_12610,0.81
TEST_12611,0.8
TEST_12612,5.58
TEST_12613,2.2
TEST_12614,2.71
TEST_12615,1.27
TEST_12616,2.59
TEST_12617,8.19
TEST_12618,3.26
TEST_12619,2.93
TEST_12620,5.53
TEST_12621,2.29
TEST_12622,0.99
TEST_12623,1.67
TEST_12624,4.18
TEST_12625,4.62
TEST_12626,0.55
TEST_12627,4.52
TEST_12628,1.76
TEST_12629,8.79
TEST_12630,2.25
TEST_12631,0.33
TEST_12632,2.47
TEST_12633,0.81
TEST_12634,3.94
TEST_12635,3.1
TEST_12636,1.64
TEST_12637,1.28
TEST_12638,2.22
TEST_12639,0.82
TEST_12640,1.3
TEST_12641,4.36
TEST_12642,1.42
TEST_12643,6.3
TEST_12644,0.95
TEST_12645,1.94
TEST_12646,2.44
TEST_12647,2.66
TEST_12648,1.21
TEST_12649,0.99
TEST_12650,5.36
TEST_12651,1.3
TEST_12652,1.92
TEST_12653,2.66
TEST_12654,2.88
TEST_12655,0.87
TEST_12656,1.5
TEST_12657,0.48
TEST_12658,4.23
TEST_12659,1.3
TEST_12660,1.35
TEST_12661,3.6
TEST_12662,3.29
TEST_12663,0.68
TEST_12664,1.02
TEST_12665,2.74
TEST_12666,1.43
TEST_12667,2.65
TEST_12668,3.27
TEST_12669,2.05
TEST_12670,1.74
TEST_12671,1.94
TEST_12672,1.48
TEST_12673,2.24
TEST_12674,1.83
TEST_12675,1.32
TEST_12676,0.38
TEST_12677,1.08
TEST_12678,1.87
TEST_12679,0.27
TEST_12680,1.39
TEST_12681,0.22
TEST_12682,2.06
TEST_12683,2.57
TEST_12684,0.65
TEST_12685,2.25
TEST_12686,1.75
TEST_12687,0.56
TEST_12688,2.68
TEST_12689,0.32
TEST_12690,0.61
TEST_12691,4.24
TEST_12692,0.61
TEST_12693,0.56
TEST_12694,3.07
TEST_12695,1.34
TEST_12696,0.53
TEST_12697,2.67
TEST_12698,0.99
TEST_12699,3.27
TEST_12700,1.31
TEST_12701,4.54
TEST_12702,0.88
TEST_12703,2.58
TEST_12704,2.41
TEST_12705,1.05
TEST_12706,3.05
TEST_12707,0.6
TEST_12708,1.26
TEST_12709,1.95
TEST_12710,0.65
TEST_12711,1.29
TEST_12712,2.96
TEST_12713,2.04
TEST_12714,1.86
TEST_12715,2.0
TEST_12716,2.59
TEST_12717,1.41
TEST_12718,1.95
TEST_12719,0.74
TEST_12720,0.7
TEST_12721,1.23
TEST_12722,0.28
TEST_12723,5.07
TEST_12724,1.29
TEST_12725,1.21
TEST_12726,3.73
TEST_12727,5.25
TEST_12728,1.63
TEST_12729,1.3
TEST_12730,0.78
TEST_12731,0.48
TEST_12732,2.54
TEST_12733,2.55
TEST_12734,0.88
TEST_12735,2.06
TEST_12736,3.18
TEST_12737,2.7
TEST_12738,5.13
TEST_12739,2.62
TEST_12740,1.3
TEST_12741,0.65
TEST_12742,0.46
TEST_12743,0.75
TEST_12744,0.86
TEST_12745,1.61
TEST_12746,4.9
TEST_12747,3.52
TEST_12748,4.14
TEST_12749,1.0
TEST_12750,2.23
TEST_12751,1.43
TEST_12752,7.31
TEST_12753,2.81
TEST_12754,1.07
TEST_12755,1.11
TEST_12756,1.49
TEST_12757,0.2
TEST_12758,1.43
TEST_12759,2.12
TEST_12760,0.71
TEST_12761,0.96
TEST_12762,1.81
TEST_12763,3.93
TEST_12764,2.37
TEST_12765,2.12
TEST_12766,0.68
TEST_12767,0.4
TEST_12768,1.42
TEST_12769,0.53
TEST_12770,1.9
TEST_12771,0.54
TEST_12772,0.26
TEST_12773,1.3
TEST_12774,3.43
TEST_12775,0.66
TEST_12776,1.31
TEST_12777,1.2
TEST_12778,4.47
TEST_12779,2.31
TEST_12780,3.2
TEST_12781,0.59
TEST_12782,0.78
TEST_12783,2.02
TEST_12784,2.17
TEST_12785,5.42
TEST_12786,3.03
TEST_12787,3.5
TEST_12788,1.18
TEST_12789,2.19
TEST_12790,2.78
TEST_12791,1.08
TEST_12792,9.47
TEST_12793,2.66
TEST_12794,4.89
TEST_12795,2.62
TEST_12796,0.84
TEST_12797,4.34
TEST_12798,1.49
TEST_12799,1.57
TEST_12800,0.54
TEST_12801,2.26
TEST_12802,0.92
TEST_12803,2.02
TEST_12804,3.22
TEST_12805,1.13
TEST_12806,2.28
TEST_12807,1.73
TEST_12808,2.67
TEST_12809,1.06
TEST_12810,0.55
TEST_12811,2.88
TEST_12812,2.0
TEST_12813,2.34
TEST_12814,0.62
TEST_12815,2.85
TEST_12816,0.82
TEST_12817,1.38
TEST_12818,1.41
TEST_12819,2.65
TEST_12820,0.96
TEST_12821,1.6
TEST_12822,0.66
TEST_12823,1.88
TEST_12824,4.43
TEST_12825,1.11
TEST_12826,5.29
TEST_12827,0.85
TEST_12828,1.41
TEST_12829,1.57
TEST_12830,0.45
TEST_12831,3.44
TEST_12832,3.53
TEST_12833,3.52
TEST_12834,2.42
TEST_12835,8.6
TEST_12836,1.05
TEST_12837,2.99
TEST_12838,3.26
TEST_12839,0.35
TEST_12840,1.26
TEST_12841,7.44
TEST_12842,1.02
TEST_12843,1.44
TEST_12844,2.14
TEST_12845,1.16
TEST_12846,2.44
TEST_12847,2.46
TEST_12848,1.62
TEST_12849,0.71
TEST_12850,1.42
TEST_12851,2.41
TEST_12852,0.96
TEST_12853,3.07
TEST_12854,3.88
TEST_12855,4.28
TEST_12856,0.33
TEST_12857,2.65
TEST_12858,4.32
TEST_12859,3.19
TEST_12860,3.37
TEST_12861,0.38
TEST_12862,1.97
TEST_12863,0.57
TEST_12864,0.22
TEST_12865,1.5
TEST_12866,1.03
TEST_12867,2.37
TEST_12868,2.35
TEST_12869,2.1
TEST_12870,2.33
TEST_12871,0.6
TEST_12872,2.86
TEST_12873,4.39
TEST_12874,2.44
TEST_12875,5.83
TEST_12876,0.68
TEST_12877,0.3
TEST_12878,2.21
TEST_12879,2.34
TEST_12880,0.52
TEST_12881,2.31
TEST_12882,2.18
TEST_12883,3.28
TEST_12884,0.65
TEST_12885,0.83
TEST_12886,1.79
TEST_12887,3.55
TEST_12888,5.48
TEST_12889,2.31
TEST_12890,3.66
TEST_12891,1.54
TEST_12892,0.91
TEST_12893,1.51
TEST_12894,0.22
TEST_12895,5.95
TEST_12896,2.76
TEST_12897,1.73
TEST_12898,0.6
TEST_12899,2.52
TEST_12900,1.86
TEST_12901,1.6
TEST_12902,2.75
TEST_12903,1.8
TEST_12904,0.99
TEST_12905,1.92
TEST_12906,2.3
TEST_12907,3.01
TEST_12908,6.97
TEST_12909,1.94
TEST_12910,2.36
TEST_12911,0.17
TEST_12912,0.48
TEST_12913,5.44
TEST_12914,2.83
TEST_12915,4.7
TEST_12916,2.12
TEST_12917,3.45
TEST_12918,0.56
TEST_12919,1.32
TEST_12920,3.11
TEST_12921,0.73
TEST_12922,3.01
TEST_12923,0.65
TEST_12924,2.62
TEST_12925,0.95
TEST_12926,1.92
TEST_12927,1.33
TEST_12928,2.07
TEST_12929,0.8
TEST_12930,0.61
TEST_12931,2.58
TEST_12932,4.66
TEST_12933,2.98
TEST_12934,0.47
TEST_12935,6.27
TEST_12936,0.61
TEST_12937,0.76
TEST_12938,2.24
TEST_12939,0.95
TEST_12940,1.78
TEST_12941,1.84
TEST_12942,8.13
TEST_12943,1.91
TEST_12944,1.13
TEST_12945,0.3
TEST_12946,0.89
TEST_12947,0.38
TEST_12948,2.4
TEST_12949,2.27
TEST_12950,0.98
TEST_12951,6.21
TEST_12952,1.8
TEST_12953,1.19
TEST_12954,2.35
TEST_12955,5.02
TEST_12956,8.35
TEST_12957,1.17
TEST_12958,0.56
TEST_12959,2.47
TEST_12960,1.14
TEST_12961,0.46
TEST_12962,2.62
TEST_12963,1.34
TEST_12964,1.58
TEST_12965,0.84
TEST_12966,0.34
TEST_12967,1.33
TEST_12968,0.26
TEST_12969,1.76
TEST_12970,1.79
TEST_12971,1.88
TEST_12972,2.57
TEST_12973,4.1
TEST_12974,1.22
TEST_12975,0.95
TEST_12976,2.61
TEST_12977,2.99
TEST_12978,1.61
TEST_12979,1.13
TEST_12980,2.96
TEST_12981,2.06
TEST_12982,4.43
TEST_12983,0.28
TEST_12984,3.51
TEST_12985,1.41
TEST_12986,3.02
TEST_12987,1.98
TEST_12988,2.05
TEST_12989,0.4
TEST_12990,2.92
TEST_12991,2.34
TEST_12992,0.76
TEST_12993,4.01
TEST_12994,2.14
TEST_12995,1.96
TEST_12996,1.22
TEST_12997,1.18
TEST_12998,1.93
TEST_12999,2.71
TEST_13000,0.78
TEST_13001,1.42
TEST_13002,1.18
TEST_13003,6.32
TEST_13004,4.14
TEST_13005,2.11
TEST_13006,0.8
TEST_13007,1.04
TEST_13008,3.11
TEST_13009,4.36
TEST_13010,1.81
TEST_13011,2.12
TEST_13012,4.0
TEST_13013,2.35
TEST_13014,2.97
TEST_13015,1.48
TEST_13016,0.89
TEST_13017,0.59
TEST_13018,0.71
TEST_13019,2.03
TEST_13020,0.27
TEST_13021,2.57
TEST_13022,2.4
TEST_13023,2.43
TEST_13024,0.51
TEST_13025,3.63
TEST_13026,0.94
TEST_13027,3.28
TEST_13028,1.5
TEST_13029,4.43
TEST_13030,1.21
TEST_13031,0.91
TEST_13032,1.76
TEST_13033,2.71
TEST_13034,2.77
TEST_13035,1.94
TEST_13036,0.73
TEST_13037,2.0
TEST_13038,2.08
TEST_13039,2.18
TEST_13040,0.29
TEST_13041,2.5
TEST_13042,0.99
TEST_13043,1.66
TEST_13044,1.04
TEST_13045,0.29
TEST_13046,0.98
TEST_13047,2.63
TEST_13048,1.3
TEST_13049,1.4
TEST_13050,3.75
TEST_13051,7.89
TEST_13052,2.1
TEST_13053,0.62
TEST_13054,1.26
TEST_13055,0.4
TEST_13056,1.03
TEST_13057,0.65
TEST_13058,1.48
TEST_13059,1.33
TEST_13060,1.04
TEST_13061,1.13
TEST_13062,0.84
TEST_13063,0.98
TEST_13064,0.98
TEST_13065,0.55
TEST_13066,1.12
TEST_13067,1.01
TEST_13068,1.21
TEST_13069,1.26
TEST_13070,2.36
TEST_13071,1.88
TEST_13072,2.04
TEST_13073,4.62
TEST_13074,1.84
TEST_13075,2.19
TEST_13076,2.5
TEST_13077,1.47
TEST_13078,3.48
TEST_13079,1.17
TEST_13080,3.38
TEST_13081,5.28
TEST_13082,3.58
TEST_13083,1.29
TEST_13084,5.96
TEST_13085,0.62
TEST_13086,0.6
TEST_13087,1.67
TEST_13088,1.32
TEST_13089,2.21
TEST_13090,1.99
TEST_13091,1.34
TEST_13092,4.36
TEST_13093,1.27
TEST_13094,3.03
TEST_13095,0.17
TEST_13096,0.44
TEST_13097,1.45
TEST_13098,0.7
TEST_13099,1.78
TEST_13100,0.88
TEST_13101,4.27
TEST_13102,0.45
TEST_13103,0.32
TEST_13104,2.86
TEST_13105,2.47
TEST_13106,1.85
TEST_13107,2.18
TEST_13108,5.74
TEST_13109,2.06
TEST_13110,0.28
TEST_13111,1.36
TEST_13112,0.71
TEST_13113,1.38
TEST_13114,0.47
TEST_13115,1.89
TEST_13116,0.94
TEST_13117,1.32
TEST_13118,4.09
TEST_13119,3.02
TEST_13120,2.51
TEST_13121,5.76
TEST_13122,0.68
TEST_13123,2.58
TEST_13124,2.48
TEST_13125,0.9
TEST_13126,0.44
TEST_13127,2.16
TEST_13128,1.81
TEST_13129,3.14
TEST_13130,0.3
TEST_13131,2.44
TEST_13132,0.32
TEST_13133,1.13
TEST_13134,2.39
TEST_13135,0.58
TEST_13136,1.28
TEST_13137,2.47
TEST_13138,1.12
TEST_13139,2.79
TEST_13140,9.28
TEST_13141,4.23
TEST_13142,5.24
TEST_13143,2.25
TEST_13144,0.74
TEST_13145,3.07
TEST_13146,0.83
TEST_13147,0.71
TEST_13148,0.81
TEST_13149,2.46
TEST_13150,1.07
TEST_13151,5.74
TEST_13152,0.51
TEST_13153,0.41
TEST_13154,1.65
TEST_13155,2.42
TEST_13156,1.3
TEST_13157,2.01
TEST_13158,0.61
TEST_13159,0.89
TEST_13160,1.94
TEST_13161,0.79
TEST_13162,2.34
TEST_13163,0.81
TEST_13164,0.91
TEST_13165,1.24
